Coordinates3,Count
"(33.753, -84.333)",12
"(33.753, -84.334)",13
"(33.753, -84.335)",12
"(33.753, -84.338)",20
"(33.753, -84.339)",7
"(33.753, -84.34)",10
"(33.753, -84.341)",11
"(33.753, -84.342)",14
"(33.753, -84.344)",6
"(33.753, -84.345)",4
"(33.753, -84.346)",5
"(33.753, -84.347)",4
"(33.753, -84.348)",2
"(33.753, -84.349)",16
"(33.753, -84.35)",65
"(33.753, -84.351)",6
"(33.753, -84.352)",9
"(33.753, -84.353)",15
"(33.753, -84.354)",8
"(33.753, -84.355)",9
"(33.753, -84.356)",11
"(33.753, -84.357)",3
"(33.753, -84.359)",1
"(33.753, -84.362)",21
"(33.753, -84.365)",4
"(33.753, -84.367)",204
"(33.753, -84.368)",21
"(33.753, -84.369)",35
"(33.753, -84.37)",22
"(33.753, -84.371)",74
"(33.753, -84.372)",362
"(33.753, -84.373)",22
"(33.753, -84.374)",33
"(33.753, -84.375)",23
"(33.753, -84.376)",3
"(33.753, -84.377)",24
"(33.753, -84.38)",55
"(33.753, -84.381)",1
"(33.753, -84.382)",24
"(33.753, -84.383)",3
"(33.753, -84.384)",5
"(33.753, -84.385)",19
"(33.753, -84.387)",2
"(33.753, -84.388)",57
"(33.753, -84.389)",126
"(33.753, -84.39)",123
"(33.753, -84.391)",182
"(33.753, -84.392)",981
"(33.753, -84.393)",43
"(33.753, -84.394)",35
"(33.753, -84.395)",10
"(33.753, -84.396)",6
"(33.753, -84.397)",1
"(33.753, -84.398)",26
"(33.753, -84.399)",7
"(33.753, -84.4)",24
"(33.753, -84.401)",148
"(33.753, -84.402)",20
"(33.753, -84.403)",95
"(33.753, -84.404)",57
"(33.753, -84.405)",7
"(33.753, -84.406)",12
"(33.753, -84.407)",21
"(33.753, -84.409)",1
"(33.753, -84.413)",2
"(33.753, -84.414)",8
"(33.753, -84.415)",55
"(33.753, -84.416)",29
"(33.753, -84.417)",20
"(33.753, -84.418)",48
"(33.753, -84.419)",42
"(33.753, -84.42)",11
"(33.753, -84.424)",12
"(33.753, -84.425)",7
"(33.753, -84.426)",4
"(33.753, -84.427)",9
"(33.753, -84.428)",25
"(33.753, -84.429)",12
"(33.753, -84.43)",20
"(33.753, -84.431)",13
"(33.753, -84.432)",29
"(33.753, -84.433)",4
"(33.753, -84.434)",10
"(33.753, -84.435)",12
"(33.753, -84.436)",10
"(33.753, -84.437)",4
"(33.753, -84.438)",9
"(33.753, -84.439)",71
"(33.753, -84.442)",43
"(33.753, -84.443)",8
"(33.753, -84.444)",6
"(33.753, -84.445)",4
"(33.753, -84.446)",1
"(33.753, -84.449)",3
"(33.753, -84.45)",4
"(33.753, -84.451)",13
"(33.753, -84.452)",3
"(33.753, -84.453)",7
"(33.753, -84.454)",6
"(33.753, -84.455)",3
"(33.753, -84.456)",2
"(33.753, -84.457)",2
"(33.753, -84.458)",18
"(33.753, -84.459)",9
"(33.753, -84.463)",25
"(33.753, -84.464)",5
"(33.753, -84.468)",9
"(33.753, -84.469)",1
"(33.753, -84.47)",195
"(33.753, -84.471)",9
"(33.753, -84.472)",40
"(33.753, -84.474)",77
"(33.753, -84.476)",2
"(33.753, -84.477)",14
"(33.753, -84.478)",9
"(33.753, -84.479)",15
"(33.753, -84.48)",6
"(33.753, -84.481)",5
"(33.753, -84.482)",7
"(33.753, -84.484)",7
"(33.753, -84.485)",37
"(33.753, -84.486)",28
"(33.753, -84.487)",2
"(33.753, -84.488)",81
"(33.753, -84.489)",100
"(33.753, -84.49)",88
"(33.753, -84.491)",82
"(33.753, -84.492)",1
"(33.753, -84.493)",67
"(33.753, -84.494)",15
"(33.753, -84.499)",1
"(33.753, -84.5)",4
"(33.753, -84.501)",5
"(33.753, -84.502)",5
"(33.753, -84.503)",8
"(33.753, -84.504)",5
"(33.753, -84.505)",7
"(33.753, -84.506)",3
"(33.753, -84.507)",6
"(33.753, -84.509)",4
"(33.753, -84.51)",2
"(33.753, -84.513)",11
"(33.753, -84.515)",10
"(33.753, -84.516)",18
"(33.753, -84.517)",4
"(33.753, -84.518)",11
"(33.753, -84.519)",8
"(33.753, -84.52)",5
"(33.753, -84.521)",6
"(33.753, -84.522)",5
"(33.753, -84.526)",3
"(33.753, -84.527)",7
"(33.753, -84.53)",2
"(33.753, -84.531)",5
"(33.753, -84.532)",3
"(33.753, -84.533)",11
"(33.753, -84.534)",9
"(33.754, -84.297)",1
"(33.754, -84.298)",9
"(33.754, -84.299)",1
"(33.754, -84.3)",5
"(33.754, -84.301)",2
"(33.754, -84.302)",2
"(33.754, -84.31)",5
"(33.754, -84.311)",4
"(33.754, -84.312)",6
"(33.754, -84.314)",5
"(33.754, -84.315)",5
"(33.754, -84.316)",16
"(33.754, -84.317)",4
"(33.754, -84.319)",1
"(33.754, -84.32)",6
"(33.754, -84.321)",11
"(33.754, -84.322)",5
"(33.754, -84.323)",6
"(33.754, -84.324)",3
"(33.754, -84.325)",11
"(33.754, -84.326)",12
"(33.754, -84.329)",8
"(33.754, -84.33)",14
"(33.754, -84.331)",20
"(33.754, -84.332)",7
"(33.754, -84.333)",15
"(33.754, -84.334)",23
"(33.754, -84.335)",15
"(33.754, -84.337)",103
"(33.754, -84.338)",8
"(33.754, -84.339)",7
"(33.754, -84.34)",15
"(33.754, -84.341)",6
"(33.754, -84.342)",20
"(33.754, -84.343)",8
"(33.754, -84.344)",16
"(33.754, -84.345)",5
"(33.754, -84.346)",12
"(33.754, -84.347)",6
"(33.754, -84.348)",6
"(33.754, -84.349)",28
"(33.754, -84.35)",16
"(33.754, -84.351)",7
"(33.754, -84.352)",24
"(33.754, -84.353)",8
"(33.754, -84.354)",1
"(33.754, -84.361)",3
"(33.754, -84.362)",7
"(33.754, -84.363)",48
"(33.754, -84.364)",9
"(33.754, -84.365)",19
"(33.754, -84.366)",8
"(33.754, -84.367)",39
"(33.754, -84.368)",44
"(33.754, -84.369)",118
"(33.754, -84.37)",28
"(33.754, -84.371)",121
"(33.754, -84.372)",181
"(33.754, -84.373)",102
"(33.754, -84.374)",139
"(33.754, -84.375)",64
"(33.754, -84.376)",114
"(33.754, -84.377)",103
"(33.754, -84.378)",12
"(33.754, -84.379)",15
"(33.754, -84.38)",83
"(33.754, -84.381)",53
"(33.754, -84.382)",28
"(33.754, -84.383)",32
"(33.754, -84.384)",9
"(33.754, -84.385)",14
"(33.754, -84.386)",6
"(33.754, -84.387)",15
"(33.754, -84.388)",21
"(33.754, -84.389)",35
"(33.754, -84.39)",556
"(33.754, -84.391)",56
"(33.754, -84.392)",41
"(33.754, -84.393)",52
"(33.754, -84.394)",4
"(33.754, -84.395)",2
"(33.754, -84.397)",2
"(33.754, -84.398)",12
"(33.754, -84.399)",12
"(33.754, -84.4)",15
"(33.754, -84.401)",3
"(33.754, -84.402)",10
"(33.754, -84.403)",25
"(33.754, -84.404)",37
"(33.754, -84.405)",2
"(33.754, -84.406)",11
"(33.754, -84.407)",9
"(33.754, -84.413)",10
"(33.754, -84.414)",30
"(33.754, -84.415)",9
"(33.754, -84.416)",7
"(33.754, -84.417)",65
"(33.754, -84.418)",37
"(33.754, -84.419)",23
"(33.754, -84.42)",8
"(33.754, -84.421)",110
"(33.754, -84.424)",41
"(33.754, -84.425)",6
"(33.754, -84.426)",12
"(33.754, -84.427)",3
"(33.754, -84.428)",9
"(33.754, -84.429)",9
"(33.754, -84.43)",5
"(33.754, -84.431)",9
"(33.754, -84.432)",10
"(33.754, -84.433)",13
"(33.754, -84.434)",13
"(33.754, -84.436)",8
"(33.754, -84.437)",7
"(33.754, -84.439)",2
"(33.754, -84.442)",21
"(33.754, -84.444)",1
"(33.754, -84.445)",2
"(33.754, -84.446)",15
"(33.754, -84.447)",6
"(33.754, -84.448)",6
"(33.754, -84.449)",11
"(33.754, -84.45)",14
"(33.754, -84.451)",4
"(33.754, -84.452)",4
"(33.754, -84.453)",13
"(33.754, -84.454)",9
"(33.754, -84.455)",2
"(33.754, -84.456)",5
"(33.754, -84.457)",4
"(33.754, -84.458)",15
"(33.754, -84.459)",9
"(33.754, -84.46)",13
"(33.754, -84.462)",1
"(33.754, -84.463)",3
"(33.754, -84.467)",19
"(33.754, -84.468)",1
"(33.754, -84.469)",14
"(33.754, -84.471)",1
"(33.754, -84.472)",42
"(33.754, -84.473)",21
"(33.754, -84.474)",534
"(33.754, -84.475)",1
"(33.754, -84.476)",47
"(33.754, -84.477)",14
"(33.754, -84.478)",15
"(33.754, -84.479)",256
"(33.754, -84.48)",17
"(33.754, -84.481)",15
"(33.754, -84.482)",17
"(33.754, -84.483)",1
"(33.754, -84.484)",23
"(33.754, -84.485)",43
"(33.754, -84.486)",17
"(33.754, -84.487)",1
"(33.754, -84.488)",10
"(33.754, -84.489)",29
"(33.754, -84.49)",30
"(33.754, -84.491)",42
"(33.754, -84.492)",174
"(33.754, -84.493)",152
"(33.754, -84.494)",19
"(33.754, -84.495)",53
"(33.754, -84.496)",43
"(33.754, -84.497)",85
"(33.754, -84.498)",30
"(33.754, -84.499)",18
"(33.754, -84.501)",7
"(33.754, -84.502)",7
"(33.754, -84.503)",9
"(33.754, -84.504)",8
"(33.754, -84.505)",1
"(33.754, -84.506)",5
"(33.754, -84.507)",11
"(33.754, -84.508)",7
"(33.754, -84.509)",4
"(33.754, -84.51)",4
"(33.754, -84.512)",2
"(33.754, -84.513)",2
"(33.754, -84.515)",11
"(33.754, -84.516)",10
"(33.754, -84.517)",7
"(33.754, -84.518)",5
"(33.754, -84.519)",5
"(33.754, -84.52)",7
"(33.754, -84.521)",2
"(33.754, -84.522)",6
"(33.754, -84.523)",2
"(33.754, -84.524)",5
"(33.754, -84.525)",1
"(33.754, -84.526)",1
"(33.754, -84.53)",3
"(33.754, -84.531)",1
"(33.754, -84.532)",5
"(33.754, -84.533)",4
"(33.754, -84.534)",2
"(33.755, -84.301)",1
"(33.755, -84.302)",5
"(33.755, -84.31)",1
"(33.755, -84.311)",1
"(33.755, -84.312)",1
"(33.755, -84.313)",11
"(33.755, -84.314)",12
"(33.755, -84.315)",12
"(33.755, -84.316)",7
"(33.755, -84.317)",17
"(33.755, -84.318)",13
"(33.755, -84.319)",4
"(33.755, -84.32)",13
"(33.755, -84.321)",22
"(33.755, -84.322)",6
"(33.755, -84.323)",6
"(33.755, -84.324)",5
"(33.755, -84.325)",9
"(33.755, -84.326)",5
"(33.755, -84.328)",15
"(33.755, -84.329)",3
"(33.755, -84.33)",7
"(33.755, -84.331)",7
"(33.755, -84.332)",27
"(33.755, -84.333)",13
"(33.755, -84.334)",8
"(33.755, -84.336)",259
"(33.755, -84.337)",1
"(33.755, -84.338)",8
"(33.755, -84.339)",18
"(33.755, -84.34)",9
"(33.755, -84.341)",25
"(33.755, -84.342)",10
"(33.755, -84.343)",13
"(33.755, -84.344)",7
"(33.755, -84.345)",5
"(33.755, -84.346)",9
"(33.755, -84.347)",6
"(33.755, -84.348)",7
"(33.755, -84.349)",14
"(33.755, -84.35)",10
"(33.755, -84.351)",9
"(33.755, -84.352)",33
"(33.755, -84.353)",4
"(33.755, -84.356)",2
"(33.755, -84.357)",4
"(33.755, -84.358)",7
"(33.755, -84.359)",10
"(33.755, -84.36)",11
"(33.755, -84.361)",7
"(33.755, -84.362)",15
"(33.755, -84.363)",29
"(33.755, -84.364)",40
"(33.755, -84.365)",15
"(33.755, -84.366)",20
"(33.755, -84.367)",2
"(33.755, -84.368)",10
"(33.755, -84.369)",23
"(33.755, -84.37)",18
"(33.755, -84.371)",8
"(33.755, -84.372)",13
"(33.755, -84.373)",69
"(33.755, -84.374)",38
"(33.755, -84.375)",128
"(33.755, -84.376)",33
"(33.755, -84.377)",34
"(33.755, -84.379)",39
"(33.755, -84.38)",69
"(33.755, -84.381)",22
"(33.755, -84.382)",129
"(33.755, -84.383)",24
"(33.755, -84.384)",28
"(33.755, -84.385)",41
"(33.755, -84.386)",11
"(33.755, -84.387)",8
"(33.755, -84.388)",19
"(33.755, -84.389)",85
"(33.755, -84.39)",109
"(33.755, -84.391)",122
"(33.755, -84.392)",28
"(33.755, -84.394)",1
"(33.755, -84.398)",6
"(33.755, -84.399)",9
"(33.755, -84.401)",8
"(33.755, -84.402)",19
"(33.755, -84.403)",18
"(33.755, -84.405)",2
"(33.755, -84.406)",34
"(33.755, -84.407)",7
"(33.755, -84.408)",7
"(33.755, -84.409)",7
"(33.755, -84.41)",10
"(33.755, -84.411)",23
"(33.755, -84.412)",14
"(33.755, -84.413)",19
"(33.755, -84.414)",161
"(33.755, -84.415)",1377
"(33.755, -84.416)",83
"(33.755, -84.417)",168
"(33.755, -84.418)",127
"(33.755, -84.419)",15
"(33.755, -84.42)",19
"(33.755, -84.421)",21
"(33.755, -84.422)",16
"(33.755, -84.423)",10
"(33.755, -84.424)",13
"(33.755, -84.425)",9
"(33.755, -84.426)",12
"(33.755, -84.427)",7
"(33.755, -84.428)",11
"(33.755, -84.429)",2
"(33.755, -84.43)",9
"(33.755, -84.431)",15
"(33.755, -84.432)",14
"(33.755, -84.433)",19
"(33.755, -84.434)",19
"(33.755, -84.435)",8
"(33.755, -84.436)",11
"(33.755, -84.437)",3
"(33.755, -84.441)",4
"(33.755, -84.442)",2
"(33.755, -84.444)",8
"(33.755, -84.445)",1
"(33.755, -84.446)",5
"(33.755, -84.447)",35
"(33.755, -84.448)",1
"(33.755, -84.449)",4
"(33.755, -84.45)",13
"(33.755, -84.451)",3
"(33.755, -84.452)",2
"(33.755, -84.455)",2
"(33.755, -84.456)",11
"(33.755, -84.457)",9
"(33.755, -84.458)",14
"(33.755, -84.459)",11
"(33.755, -84.46)",55
"(33.755, -84.462)",9
"(33.755, -84.463)",11
"(33.755, -84.464)",4
"(33.755, -84.465)",1
"(33.755, -84.468)",4
"(33.755, -84.473)",1
"(33.755, -84.474)",3
"(33.755, -84.482)",24
"(33.755, -84.483)",9
"(33.755, -84.484)",13
"(33.755, -84.485)",194
"(33.755, -84.486)",142
"(33.755, -84.487)",37
"(33.755, -84.488)",12
"(33.755, -84.489)",62
"(33.755, -84.49)",69
"(33.755, -84.491)",33
"(33.755, -84.493)",17
"(33.755, -84.494)",3
"(33.755, -84.497)",75
"(33.755, -84.498)",24
"(33.755, -84.499)",3
"(33.755, -84.5)",46
"(33.755, -84.503)",8
"(33.755, -84.504)",3
"(33.755, -84.505)",1
"(33.755, -84.506)",9
"(33.755, -84.507)",15
"(33.755, -84.508)",1
"(33.755, -84.509)",12
"(33.755, -84.51)",6
"(33.755, -84.511)",3
"(33.755, -84.512)",4
"(33.755, -84.513)",7
"(33.755, -84.514)",38
"(33.755, -84.515)",7
"(33.755, -84.516)",6
"(33.755, -84.517)",12
"(33.755, -84.518)",3
"(33.755, -84.519)",5
"(33.755, -84.52)",8
"(33.755, -84.521)",11
"(33.755, -84.522)",5
"(33.756, -84.313)",7
"(33.756, -84.314)",13
"(33.756, -84.315)",7
"(33.756, -84.316)",5
"(33.756, -84.317)",2
"(33.756, -84.318)",2
"(33.756, -84.319)",7
"(33.756, -84.32)",12
"(33.756, -84.321)",16
"(33.756, -84.322)",6
"(33.756, -84.323)",10
"(33.756, -84.324)",6
"(33.756, -84.325)",13
"(33.756, -84.326)",3
"(33.756, -84.329)",1
"(33.756, -84.33)",5
"(33.756, -84.332)",1
"(33.756, -84.335)",2
"(33.756, -84.336)",17
"(33.756, -84.337)",15
"(33.756, -84.338)",11
"(33.756, -84.339)",12
"(33.756, -84.34)",15
"(33.756, -84.341)",11
"(33.756, -84.342)",6
"(33.756, -84.343)",1
"(33.756, -84.344)",12
"(33.756, -84.345)",1
"(33.756, -84.346)",3
"(33.756, -84.347)",2
"(33.756, -84.348)",530
"(33.756, -84.349)",27
"(33.756, -84.35)",14
"(33.756, -84.351)",11
"(33.756, -84.352)",8
"(33.756, -84.354)",2
"(33.756, -84.355)",16
"(33.756, -84.356)",18
"(33.756, -84.357)",7
"(33.756, -84.358)",7
"(33.756, -84.359)",8
"(33.756, -84.36)",8
"(33.756, -84.361)",6
"(33.756, -84.362)",12
"(33.756, -84.363)",11
"(33.756, -84.364)",1
"(33.756, -84.365)",35
"(33.756, -84.366)",54
"(33.756, -84.367)",15
"(33.756, -84.368)",20
"(33.756, -84.369)",13
"(33.756, -84.37)",27
"(33.756, -84.371)",23
"(33.756, -84.372)",82
"(33.756, -84.373)",29
"(33.756, -84.374)",8
"(33.756, -84.375)",21
"(33.756, -84.376)",41
"(33.756, -84.377)",55
"(33.756, -84.378)",36
"(33.756, -84.379)",48
"(33.756, -84.38)",127
"(33.756, -84.381)",70
"(33.756, -84.382)",41
"(33.756, -84.383)",5
"(33.756, -84.384)",22
"(33.756, -84.385)",1
"(33.756, -84.386)",74
"(33.756, -84.387)",17
"(33.756, -84.388)",32
"(33.756, -84.389)",64
"(33.756, -84.39)",85
"(33.756, -84.391)",97
"(33.756, -84.392)",60
"(33.756, -84.393)",29
"(33.756, -84.394)",24
"(33.756, -84.396)",2
"(33.756, -84.397)",5
"(33.756, -84.398)",8
"(33.756, -84.399)",4
"(33.756, -84.4)",9
"(33.756, -84.403)",16
"(33.756, -84.404)",4
"(33.756, -84.405)",246
"(33.756, -84.407)",6
"(33.756, -84.408)",1
"(33.756, -84.41)",7
"(33.756, -84.411)",1
"(33.756, -84.412)",36
"(33.756, -84.413)",32
"(33.756, -84.414)",23
"(33.756, -84.415)",62
"(33.756, -84.416)",210
"(33.756, -84.417)",38
"(33.756, -84.418)",8
"(33.756, -84.419)",16
"(33.756, -84.42)",28
"(33.756, -84.421)",41
"(33.756, -84.422)",28
"(33.756, -84.423)",42
"(33.756, -84.424)",33
"(33.756, -84.425)",20
"(33.756, -84.426)",12
"(33.756, -84.427)",14
"(33.756, -84.428)",11
"(33.756, -84.429)",2
"(33.756, -84.43)",9
"(33.756, -84.431)",2
"(33.756, -84.433)",6
"(33.756, -84.434)",5
"(33.756, -84.435)",4
"(33.756, -84.436)",6
"(33.756, -84.437)",5
"(33.756, -84.438)",17
"(33.756, -84.439)",8
"(33.756, -84.44)",2
"(33.756, -84.441)",6
"(33.756, -84.442)",5
"(33.756, -84.443)",2
"(33.756, -84.444)",13
"(33.756, -84.445)",1
"(33.756, -84.447)",4
"(33.756, -84.449)",19
"(33.756, -84.451)",69
"(33.756, -84.457)",12
"(33.756, -84.458)",16
"(33.756, -84.46)",2
"(33.756, -84.461)",5
"(33.756, -84.462)",11
"(33.756, -84.463)",13
"(33.756, -84.465)",6
"(33.756, -84.466)",9
"(33.756, -84.467)",4
"(33.756, -84.468)",92
"(33.756, -84.469)",7
"(33.756, -84.471)",2
"(33.756, -84.472)",11
"(33.756, -84.473)",3
"(33.756, -84.475)",17
"(33.756, -84.476)",8
"(33.756, -84.477)",10
"(33.756, -84.478)",10
"(33.756, -84.479)",15
"(33.756, -84.48)",4
"(33.756, -84.481)",2
"(33.756, -84.482)",5
"(33.756, -84.483)",7
"(33.756, -84.485)",4
"(33.756, -84.486)",2
"(33.756, -84.487)",5
"(33.756, -84.488)",13
"(33.756, -84.489)",21
"(33.756, -84.49)",5
"(33.756, -84.491)",27
"(33.756, -84.492)",9
"(33.756, -84.493)",7
"(33.756, -84.494)",3
"(33.756, -84.496)",5
"(33.756, -84.497)",7
"(33.756, -84.498)",7
"(33.756, -84.499)",2
"(33.756, -84.5)",14
"(33.756, -84.501)",11
"(33.756, -84.503)",4
"(33.756, -84.504)",7
"(33.756, -84.506)",7
"(33.756, -84.507)",5
"(33.756, -84.508)",1
"(33.756, -84.509)",9
"(33.756, -84.51)",7
"(33.756, -84.511)",12
"(33.756, -84.512)",17
"(33.756, -84.513)",5
"(33.756, -84.514)",6
"(33.756, -84.515)",17
"(33.756, -84.516)",6
"(33.756, -84.517)",4
"(33.756, -84.518)",2
"(33.756, -84.519)",7
"(33.756, -84.52)",8
"(33.756, -84.521)",8
"(33.756, -84.526)",7
"(33.757, -84.313)",7
"(33.757, -84.314)",3
"(33.757, -84.315)",6
"(33.757, -84.316)",19
"(33.757, -84.317)",5
"(33.757, -84.318)",8
"(33.757, -84.319)",6
"(33.757, -84.32)",6
"(33.757, -84.321)",12
"(33.757, -84.322)",13
"(33.757, -84.323)",12
"(33.757, -84.324)",8
"(33.757, -84.325)",8
"(33.757, -84.326)",8
"(33.757, -84.329)",1
"(33.757, -84.33)",1
"(33.757, -84.331)",1
"(33.757, -84.333)",3
"(33.757, -84.334)",9
"(33.757, -84.335)",7
"(33.757, -84.336)",17
"(33.757, -84.337)",29
"(33.757, -84.338)",13
"(33.757, -84.339)",11
"(33.757, -84.34)",13
"(33.757, -84.341)",5
"(33.757, -84.342)",9
"(33.757, -84.344)",7
"(33.757, -84.345)",9
"(33.757, -84.346)",1260
"(33.757, -84.349)",50
"(33.757, -84.35)",27
"(33.757, -84.351)",8
"(33.757, -84.352)",75
"(33.757, -84.353)",8
"(33.757, -84.354)",33
"(33.757, -84.355)",24
"(33.757, -84.356)",15
"(33.757, -84.357)",1
"(33.757, -84.358)",12
"(33.757, -84.359)",5
"(33.757, -84.36)",10
"(33.757, -84.361)",27
"(33.757, -84.362)",17
"(33.757, -84.363)",18
"(33.757, -84.364)",43
"(33.757, -84.366)",46
"(33.757, -84.367)",10
"(33.757, -84.368)",14
"(33.757, -84.369)",18
"(33.757, -84.37)",21
"(33.757, -84.371)",12
"(33.757, -84.372)",44
"(33.757, -84.373)",6
"(33.757, -84.374)",25
"(33.757, -84.375)",7
"(33.757, -84.376)",19
"(33.757, -84.377)",6
"(33.757, -84.378)",21
"(33.757, -84.38)",222
"(33.757, -84.381)",29
"(33.757, -84.382)",23
"(33.757, -84.383)",85
"(33.757, -84.384)",42
"(33.757, -84.385)",169
"(33.757, -84.386)",69
"(33.757, -84.387)",14
"(33.757, -84.388)",94
"(33.757, -84.389)",110
"(33.757, -84.39)",250
"(33.757, -84.391)",132
"(33.757, -84.392)",97
"(33.757, -84.393)",152
"(33.757, -84.394)",9
"(33.757, -84.395)",31
"(33.757, -84.396)",132
"(33.757, -84.403)",15
"(33.757, -84.404)",53
"(33.757, -84.405)",15
"(33.757, -84.406)",8
"(33.757, -84.407)",30
"(33.757, -84.408)",19
"(33.757, -84.409)",1
"(33.757, -84.41)",15
"(33.757, -84.411)",10
"(33.757, -84.412)",13
"(33.757, -84.413)",6
"(33.757, -84.415)",14
"(33.757, -84.417)",34
"(33.757, -84.418)",28
"(33.757, -84.419)",10
"(33.757, -84.42)",23
"(33.757, -84.421)",69
"(33.757, -84.424)",1
"(33.757, -84.425)",16
"(33.757, -84.426)",13
"(33.757, -84.427)",19
"(33.757, -84.428)",9
"(33.757, -84.429)",9
"(33.757, -84.43)",14
"(33.757, -84.431)",6
"(33.757, -84.432)",5
"(33.757, -84.433)",5
"(33.757, -84.434)",10
"(33.757, -84.435)",10
"(33.757, -84.436)",10
"(33.757, -84.437)",12
"(33.757, -84.438)",21
"(33.757, -84.439)",24
"(33.757, -84.44)",3
"(33.757, -84.441)",7
"(33.757, -84.442)",6
"(33.757, -84.444)",5
"(33.757, -84.445)",8
"(33.757, -84.449)",13
"(33.757, -84.45)",26
"(33.757, -84.451)",9
"(33.757, -84.454)",3
"(33.757, -84.455)",35
"(33.757, -84.457)",5
"(33.757, -84.458)",17
"(33.757, -84.462)",14
"(33.757, -84.463)",4
"(33.757, -84.465)",16
"(33.757, -84.466)",18
"(33.757, -84.467)",4
"(33.757, -84.469)",46
"(33.757, -84.471)",6
"(33.757, -84.472)",13
"(33.757, -84.473)",10
"(33.757, -84.474)",14
"(33.757, -84.475)",9
"(33.757, -84.476)",4
"(33.757, -84.477)",4
"(33.757, -84.478)",3
"(33.757, -84.48)",2
"(33.757, -84.481)",1
"(33.757, -84.482)",2
"(33.757, -84.483)",6
"(33.757, -84.486)",5
"(33.757, -84.487)",6
"(33.757, -84.488)",6
"(33.757, -84.489)",13
"(33.757, -84.49)",10
"(33.757, -84.491)",12
"(33.757, -84.492)",6
"(33.757, -84.493)",12
"(33.757, -84.496)",7
"(33.757, -84.497)",5
"(33.757, -84.498)",8
"(33.757, -84.499)",4
"(33.757, -84.5)",7
"(33.757, -84.501)",17
"(33.757, -84.502)",6
"(33.757, -84.503)",113
"(33.757, -84.504)",2
"(33.757, -84.505)",22
"(33.757, -84.506)",1
"(33.757, -84.508)",3
"(33.757, -84.509)",7
"(33.757, -84.51)",8
"(33.757, -84.511)",5
"(33.757, -84.512)",7
"(33.757, -84.513)",1
"(33.757, -84.515)",11
"(33.757, -84.517)",7
"(33.757, -84.518)",5
"(33.757, -84.519)",6
"(33.757, -84.52)",16
"(33.757, -84.521)",4
"(33.757, -84.522)",4
"(33.758, -84.313)",13
"(33.758, -84.314)",1
"(33.758, -84.315)",10
"(33.758, -84.316)",5
"(33.758, -84.317)",8
"(33.758, -84.318)",6
"(33.758, -84.319)",8
"(33.758, -84.32)",9
"(33.758, -84.321)",2
"(33.758, -84.322)",8
"(33.758, -84.323)",13
"(33.758, -84.324)",2
"(33.758, -84.325)",5
"(33.758, -84.326)",10
"(33.758, -84.329)",10
"(33.758, -84.331)",51
"(33.758, -84.333)",21
"(33.758, -84.335)",3
"(33.758, -84.336)",5
"(33.758, -84.337)",9
"(33.758, -84.338)",19
"(33.758, -84.339)",13
"(33.758, -84.34)",8
"(33.758, -84.341)",30
"(33.758, -84.342)",3
"(33.758, -84.343)",6
"(33.758, -84.344)",14
"(33.758, -84.345)",36
"(33.758, -84.346)",81
"(33.758, -84.347)",80
"(33.758, -84.348)",77
"(33.758, -84.349)",179
"(33.758, -84.35)",10
"(33.758, -84.351)",22
"(33.758, -84.352)",20
"(33.758, -84.353)",5
"(33.758, -84.355)",7
"(33.758, -84.356)",7
"(33.758, -84.357)",14
"(33.758, -84.358)",3
"(33.758, -84.359)",11
"(33.758, -84.36)",12
"(33.758, -84.361)",6
"(33.758, -84.362)",16
"(33.758, -84.363)",18
"(33.758, -84.364)",36
"(33.758, -84.365)",28
"(33.758, -84.366)",27
"(33.758, -84.367)",19
"(33.758, -84.368)",14
"(33.758, -84.37)",26
"(33.758, -84.371)",35
"(33.758, -84.372)",13
"(33.758, -84.374)",13
"(33.758, -84.375)",9
"(33.758, -84.376)",7
"(33.758, -84.377)",18
"(33.758, -84.378)",6
"(33.758, -84.379)",9
"(33.758, -84.38)",20
"(33.758, -84.381)",9
"(33.758, -84.382)",9
"(33.758, -84.383)",4
"(33.758, -84.384)",81
"(33.758, -84.385)",34
"(33.758, -84.386)",98
"(33.758, -84.387)",78
"(33.758, -84.388)",143
"(33.758, -84.389)",151
"(33.758, -84.39)",125
"(33.758, -84.391)",109
"(33.758, -84.392)",104
"(33.758, -84.393)",156
"(33.758, -84.394)",40
"(33.758, -84.395)",254
"(33.758, -84.396)",1
"(33.758, -84.397)",5
"(33.758, -84.401)",9
"(33.758, -84.403)",44
"(33.758, -84.404)",28
"(33.758, -84.405)",39
"(33.758, -84.406)",29
"(33.758, -84.407)",12
"(33.758, -84.408)",41
"(33.758, -84.409)",18
"(33.758, -84.41)",18
"(33.758, -84.411)",24
"(33.758, -84.412)",26
"(33.758, -84.413)",9
"(33.758, -84.414)",772
"(33.758, -84.417)",21
"(33.758, -84.418)",35
"(33.758, -84.419)",31
"(33.758, -84.42)",5
"(33.758, -84.421)",13
"(33.758, -84.422)",1
"(33.758, -84.423)",52
"(33.758, -84.425)",8
"(33.758, -84.426)",15
"(33.758, -84.427)",12
"(33.758, -84.429)",6
"(33.758, -84.43)",13
"(33.758, -84.431)",25
"(33.758, -84.432)",25
"(33.758, -84.433)",16
"(33.758, -84.434)",10
"(33.758, -84.435)",7
"(33.758, -84.436)",17
"(33.758, -84.437)",15
"(33.758, -84.438)",11
"(33.758, -84.439)",11
"(33.758, -84.44)",33
"(33.758, -84.442)",6
"(33.758, -84.443)",3
