Coordinates3,Count
"(33.748, -84.312)",10
"(33.748, -84.313)",9
"(33.748, -84.314)",15
"(33.748, -84.315)",6
"(33.748, -84.316)",5
"(33.748, -84.317)",4
"(33.748, -84.318)",3
"(33.748, -84.319)",8
"(33.748, -84.32)",5
"(33.748, -84.321)",8
"(33.748, -84.322)",5
"(33.748, -84.323)",4
"(33.748, -84.324)",27
"(33.748, -84.325)",9
"(33.748, -84.326)",14
"(33.748, -84.327)",81
"(33.748, -84.328)",11
"(33.748, -84.329)",45
"(33.748, -84.33)",13
"(33.748, -84.331)",5
"(33.748, -84.332)",23
"(33.748, -84.333)",16
"(33.748, -84.334)",9
"(33.748, -84.335)",2
"(33.748, -84.336)",17
"(33.748, -84.337)",1
"(33.748, -84.338)",20
"(33.748, -84.339)",13
"(33.748, -84.34)",14
"(33.748, -84.341)",10
"(33.748, -84.342)",10
"(33.748, -84.343)",6
"(33.748, -84.345)",3
"(33.748, -84.346)",7
"(33.748, -84.347)",14
"(33.748, -84.348)",16
"(33.748, -84.349)",61
"(33.748, -84.35)",11
"(33.748, -84.351)",17
"(33.748, -84.352)",11
"(33.748, -84.353)",3
"(33.748, -84.354)",1
"(33.748, -84.355)",12
"(33.748, -84.356)",18
"(33.748, -84.357)",13
"(33.748, -84.359)",1
"(33.748, -84.36)",5
"(33.748, -84.361)",1
"(33.748, -84.362)",8
"(33.748, -84.363)",6
"(33.748, -84.364)",6
"(33.748, -84.365)",7
"(33.748, -84.366)",23
"(33.748, -84.367)",18
"(33.748, -84.368)",34
"(33.748, -84.369)",3
"(33.748, -84.375)",116
"(33.748, -84.376)",32
"(33.748, -84.377)",105
"(33.748, -84.379)",68
"(33.748, -84.38)",1
"(33.748, -84.381)",9
"(33.748, -84.382)",3
"(33.748, -84.383)",9
"(33.748, -84.384)",14
"(33.748, -84.385)",5
"(33.748, -84.388)",3
"(33.748, -84.39)",23
"(33.748, -84.391)",26
"(33.748, -84.392)",60
"(33.748, -84.393)",6
"(33.748, -84.394)",11
"(33.748, -84.395)",112
"(33.748, -84.396)",4
"(33.748, -84.397)",112
"(33.748, -84.398)",37
"(33.748, -84.399)",1
"(33.748, -84.4)",32
"(33.748, -84.401)",133
"(33.748, -84.402)",55
"(33.748, -84.403)",122
"(33.748, -84.404)",109
"(33.748, -84.405)",20
"(33.748, -84.406)",7
"(33.748, -84.407)",3
"(33.748, -84.408)",10
"(33.748, -84.409)",21
"(33.748, -84.41)",25
"(33.748, -84.411)",7
"(33.748, -84.413)",2
"(33.748, -84.417)",2
"(33.748, -84.418)",1
"(33.748, -84.419)",7
"(33.748, -84.42)",20
"(33.748, -84.421)",52
"(33.748, -84.422)",28
"(33.748, -84.423)",17
"(33.748, -84.424)",16
"(33.748, -84.425)",15
"(33.748, -84.426)",6
"(33.748, -84.427)",19
"(33.748, -84.428)",3
"(33.748, -84.429)",2
"(33.748, -84.43)",6
"(33.748, -84.431)",7
"(33.748, -84.432)",6
"(33.748, -84.433)",9
"(33.748, -84.434)",10
"(33.748, -84.435)",11
"(33.748, -84.436)",11
"(33.748, -84.437)",8
"(33.748, -84.438)",21
"(33.748, -84.439)",8
"(33.748, -84.44)",2
"(33.748, -84.441)",3
"(33.748, -84.442)",33
"(33.748, -84.457)",13
"(33.748, -84.458)",15
"(33.748, -84.459)",7
"(33.748, -84.46)",4
"(33.748, -84.461)",18
"(33.748, -84.462)",19
"(33.748, -84.463)",11
"(33.748, -84.464)",5
"(33.748, -84.465)",5
"(33.748, -84.466)",9
"(33.748, -84.467)",6
"(33.748, -84.468)",2
"(33.748, -84.469)",3
"(33.748, -84.47)",3
"(33.748, -84.471)",4
"(33.748, -84.472)",4
"(33.748, -84.473)",2
"(33.748, -84.474)",8
"(33.748, -84.475)",3
"(33.748, -84.476)",2
"(33.748, -84.477)",1
"(33.748, -84.479)",11
"(33.748, -84.482)",2
"(33.748, -84.483)",10
"(33.748, -84.484)",1
"(33.748, -84.487)",1
"(33.748, -84.489)",4
"(33.748, -84.491)",3
"(33.748, -84.492)",4
"(33.748, -84.493)",4
"(33.748, -84.494)",1
"(33.748, -84.496)",18
"(33.748, -84.509)",3
"(33.748, -84.511)",1
"(33.748, -84.512)",1
"(33.748, -84.515)",15
"(33.748, -84.516)",3
"(33.748, -84.517)",4
"(33.748, -84.518)",2
"(33.748, -84.528)",5
"(33.748, -84.529)",1
"(33.748, -84.538)",1
"(33.748, -84.539)",1
"(33.748, -84.54)",1
"(33.749, -84.292)",3
"(33.749, -84.293)",4
"(33.749, -84.294)",4
"(33.749, -84.295)",4
"(33.749, -84.296)",10
"(33.749, -84.297)",13
"(33.749, -84.298)",7
"(33.749, -84.299)",4
"(33.749, -84.3)",8
"(33.749, -84.301)",2
"(33.749, -84.302)",1
"(33.749, -84.303)",3
"(33.749, -84.304)",3
"(33.749, -84.305)",4
"(33.749, -84.306)",4
"(33.749, -84.307)",6
"(33.749, -84.309)",1
"(33.749, -84.31)",9
"(33.749, -84.311)",1
"(33.749, -84.312)",1
"(33.749, -84.313)",1
"(33.749, -84.314)",8
"(33.749, -84.315)",3
"(33.749, -84.316)",3
"(33.749, -84.317)",3
"(33.749, -84.318)",3
"(33.749, -84.319)",4
"(33.749, -84.32)",9
"(33.749, -84.321)",9
"(33.749, -84.322)",5
"(33.749, -84.323)",7
"(33.749, -84.324)",25
"(33.749, -84.325)",22
"(33.749, -84.326)",9
"(33.749, -84.327)",24
"(33.749, -84.328)",7
"(33.749, -84.329)",2
"(33.749, -84.33)",13
"(33.749, -84.331)",10
"(33.749, -84.332)",8
"(33.749, -84.333)",18
"(33.749, -84.334)",8
"(33.749, -84.335)",5
"(33.749, -84.336)",10
"(33.749, -84.337)",9
"(33.749, -84.338)",5
"(33.749, -84.339)",2
"(33.749, -84.34)",1
"(33.749, -84.341)",5
"(33.749, -84.342)",13
"(33.749, -84.343)",3
"(33.749, -84.344)",7
"(33.749, -84.345)",8
"(33.749, -84.346)",11
"(33.749, -84.347)",18
"(33.749, -84.348)",11
"(33.749, -84.349)",4
"(33.749, -84.35)",7
"(33.749, -84.351)",10
"(33.749, -84.352)",10
"(33.749, -84.353)",19
"(33.749, -84.354)",13
"(33.749, -84.355)",9
"(33.749, -84.356)",7
"(33.749, -84.357)",9
"(33.749, -84.359)",18
"(33.749, -84.36)",8
"(33.749, -84.361)",9
"(33.749, -84.362)",6
"(33.749, -84.363)",11
"(33.749, -84.365)",12
"(33.749, -84.366)",12
"(33.749, -84.367)",16
"(33.749, -84.368)",54
"(33.749, -84.369)",47
"(33.749, -84.379)",1
"(33.749, -84.38)",8
"(33.749, -84.386)",52
"(33.749, -84.387)",5
"(33.749, -84.389)",7
"(33.749, -84.39)",2
"(33.749, -84.391)",16
"(33.749, -84.392)",58
"(33.749, -84.393)",43
"(33.749, -84.394)",27
"(33.749, -84.395)",50
"(33.749, -84.396)",327
"(33.749, -84.397)",119
"(33.749, -84.398)",29
"(33.749, -84.399)",1
"(33.749, -84.4)",108
"(33.749, -84.401)",38
"(33.749, -84.402)",131
"(33.749, -84.403)",59
"(33.749, -84.404)",10
"(33.749, -84.405)",28
"(33.749, -84.406)",10
"(33.749, -84.407)",18
"(33.749, -84.408)",6
"(33.749, -84.409)",4
"(33.749, -84.41)",29
"(33.749, -84.411)",9
"(33.749, -84.412)",2
"(33.749, -84.413)",4
"(33.749, -84.414)",5
"(33.749, -84.415)",1
"(33.749, -84.416)",1
"(33.749, -84.417)",18
"(33.749, -84.418)",28
"(33.749, -84.419)",19
"(33.749, -84.42)",21
"(33.749, -84.421)",49
"(33.749, -84.422)",32
"(33.749, -84.423)",16
"(33.749, -84.424)",17
"(33.749, -84.425)",22
"(33.749, -84.426)",12
"(33.749, -84.427)",15
"(33.749, -84.428)",1
"(33.749, -84.429)",14
"(33.749, -84.43)",11
"(33.749, -84.431)",8
"(33.749, -84.432)",10
"(33.749, -84.433)",13
"(33.749, -84.434)",13
"(33.749, -84.435)",11
"(33.749, -84.436)",7
"(33.749, -84.437)",9
"(33.749, -84.438)",26
"(33.749, -84.439)",24
"(33.749, -84.44)",14
"(33.749, -84.441)",9
"(33.749, -84.442)",45
"(33.749, -84.443)",21
"(33.749, -84.457)",2
"(33.749, -84.458)",10
"(33.749, -84.459)",18
"(33.749, -84.46)",12
"(33.749, -84.461)",17
"(33.749, -84.462)",16
"(33.749, -84.463)",5
"(33.749, -84.464)",12
"(33.749, -84.466)",6
"(33.749, -84.468)",7
"(33.749, -84.469)",23
"(33.749, -84.47)",1
"(33.749, -84.471)",7
"(33.749, -84.472)",1
"(33.749, -84.473)",6
"(33.749, -84.474)",2
"(33.749, -84.475)",5
"(33.749, -84.483)",1
"(33.749, -84.484)",1
"(33.749, -84.488)",1
"(33.749, -84.489)",7
"(33.749, -84.49)",1
"(33.749, -84.491)",1
"(33.749, -84.492)",47
"(33.749, -84.493)",21
"(33.749, -84.494)",13
"(33.749, -84.495)",4
"(33.749, -84.496)",35
"(33.749, -84.497)",1
"(33.749, -84.498)",2
"(33.749, -84.5)",3
"(33.749, -84.501)",3
"(33.749, -84.506)",2
"(33.749, -84.507)",14
"(33.749, -84.508)",12
"(33.749, -84.51)",13
"(33.749, -84.511)",17
"(33.749, -84.512)",6
"(33.749, -84.515)",1
"(33.749, -84.516)",3
"(33.749, -84.517)",6
"(33.749, -84.518)",2
"(33.749, -84.528)",9
"(33.749, -84.538)",1
"(33.749, -84.539)",4
"(33.75, -84.291)",4
"(33.75, -84.292)",4
"(33.75, -84.293)",4
"(33.75, -84.294)",7
"(33.75, -84.296)",7
"(33.75, -84.297)",8
"(33.75, -84.298)",2
"(33.75, -84.299)",6
"(33.75, -84.3)",6
"(33.75, -84.301)",1
"(33.75, -84.302)",2
"(33.75, -84.303)",4
"(33.75, -84.304)",2
"(33.75, -84.305)",11
"(33.75, -84.307)",2
"(33.75, -84.308)",4
"(33.75, -84.309)",4
"(33.75, -84.31)",1
"(33.75, -84.311)",7
"(33.75, -84.312)",7
"(33.75, -84.313)",4
"(33.75, -84.314)",21
"(33.75, -84.315)",1
"(33.75, -84.316)",1
"(33.75, -84.317)",12
"(33.75, -84.318)",1
"(33.75, -84.319)",3
"(33.75, -84.321)",6
"(33.75, -84.322)",2
"(33.75, -84.323)",14
"(33.75, -84.324)",13
"(33.75, -84.325)",56
"(33.75, -84.326)",2
"(33.75, -84.327)",13
"(33.75, -84.328)",2
"(33.75, -84.329)",2
"(33.75, -84.33)",8
"(33.75, -84.331)",5
"(33.75, -84.332)",9
"(33.75, -84.333)",10
"(33.75, -84.334)",7
"(33.75, -84.335)",5
"(33.75, -84.336)",14
"(33.75, -84.337)",1
"(33.75, -84.338)",3
"(33.75, -84.339)",13
"(33.75, -84.34)",5
"(33.75, -84.341)",8
"(33.75, -84.342)",16
"(33.75, -84.343)",5
"(33.75, -84.344)",7
"(33.75, -84.345)",17
"(33.75, -84.346)",10
"(33.75, -84.347)",5
"(33.75, -84.348)",13
"(33.75, -84.349)",10
"(33.75, -84.35)",13
"(33.75, -84.351)",16
"(33.75, -84.352)",18
"(33.75, -84.353)",7
"(33.75, -84.354)",9
"(33.75, -84.355)",11
"(33.75, -84.356)",5
"(33.75, -84.357)",1
"(33.75, -84.358)",18
"(33.75, -84.359)",8
"(33.75, -84.36)",19
"(33.75, -84.361)",11
"(33.75, -84.362)",8
"(33.75, -84.363)",16
"(33.75, -84.364)",5
"(33.75, -84.365)",9
"(33.75, -84.366)",17
"(33.75, -84.367)",13
"(33.75, -84.368)",57
"(33.75, -84.369)",4
"(33.75, -84.37)",6
"(33.75, -84.375)",4
"(33.75, -84.377)",282
"(33.75, -84.378)",159
"(33.75, -84.379)",27
"(33.75, -84.38)",11
"(33.75, -84.381)",2
"(33.75, -84.382)",1
"(33.75, -84.383)",8
"(33.75, -84.385)",3
"(33.75, -84.386)",6
"(33.75, -84.387)",1
"(33.75, -84.388)",8
"(33.75, -84.389)",27
"(33.75, -84.39)",12
"(33.75, -84.391)",35
"(33.75, -84.392)",56
"(33.75, -84.393)",51
"(33.75, -84.394)",126
"(33.75, -84.395)",105
"(33.75, -84.396)",60
"(33.75, -84.397)",41
"(33.75, -84.398)",18
"(33.75, -84.399)",51
"(33.75, -84.4)",27
"(33.75, -84.401)",131
"(33.75, -84.402)",53
"(33.75, -84.403)",14
"(33.75, -84.404)",150
"(33.75, -84.406)",7
"(33.75, -84.407)",10
"(33.75, -84.408)",11
"(33.75, -84.409)",2
"(33.75, -84.41)",6
"(33.75, -84.411)",6
"(33.75, -84.412)",5
"(33.75, -84.413)",1
"(33.75, -84.414)",38
"(33.75, -84.415)",2
"(33.75, -84.416)",29
"(33.75, -84.417)",2
"(33.75, -84.418)",19
"(33.75, -84.419)",19
"(33.75, -84.42)",18
"(33.75, -84.421)",25
"(33.75, -84.422)",39
"(33.75, -84.423)",30
"(33.75, -84.424)",5
"(33.75, -84.425)",26
"(33.75, -84.426)",31
"(33.75, -84.427)",5
"(33.75, -84.428)",15
"(33.75, -84.429)",16
"(33.75, -84.43)",7
"(33.75, -84.431)",8
"(33.75, -84.432)",10
"(33.75, -84.433)",3
"(33.75, -84.434)",5
"(33.75, -84.435)",12
"(33.75, -84.436)",16
"(33.75, -84.437)",2
"(33.75, -84.438)",18
"(33.75, -84.439)",24
"(33.75, -84.44)",33
"(33.75, -84.441)",16
"(33.75, -84.442)",5
"(33.75, -84.443)",6
"(33.75, -84.444)",1
"(33.75, -84.445)",1
"(33.75, -84.447)",5
"(33.75, -84.449)",3
"(33.75, -84.451)",1
"(33.75, -84.452)",64
"(33.75, -84.453)",27
"(33.75, -84.454)",39
"(33.75, -84.455)",17
"(33.75, -84.456)",5
"(33.75, -84.457)",4
"(33.75, -84.458)",3
"(33.75, -84.459)",10
"(33.75, -84.46)",3
"(33.75, -84.461)",24
"(33.75, -84.462)",6
"(33.75, -84.463)",3
"(33.75, -84.464)",4
"(33.75, -84.465)",9
"(33.75, -84.466)",12
"(33.75, -84.467)",7
"(33.75, -84.468)",5
"(33.75, -84.469)",22
"(33.75, -84.47)",3
"(33.75, -84.472)",1
"(33.75, -84.473)",3
"(33.75, -84.474)",4
"(33.75, -84.475)",77
"(33.75, -84.476)",58
"(33.75, -84.479)",2
"(33.75, -84.481)",1
"(33.75, -84.488)",2
"(33.75, -84.489)",2
"(33.75, -84.49)",8
"(33.75, -84.491)",7
"(33.75, -84.493)",4
"(33.75, -84.494)",6
"(33.75, -84.495)",11
"(33.75, -84.496)",130
"(33.75, -84.499)",2
"(33.75, -84.5)",14
"(33.75, -84.501)",72
"(33.75, -84.502)",3
"(33.75, -84.503)",3
"(33.75, -84.504)",14
"(33.75, -84.505)",8
"(33.75, -84.506)",4
"(33.75, -84.507)",2
"(33.75, -84.508)",13
"(33.75, -84.509)",2
"(33.75, -84.51)",1
"(33.75, -84.511)",2
"(33.75, -84.513)",6
"(33.75, -84.514)",1
"(33.75, -84.515)",7
"(33.75, -84.516)",14
"(33.75, -84.517)",8
"(33.75, -84.518)",6
"(33.75, -84.519)",3
"(33.75, -84.52)",8
"(33.75, -84.521)",6
"(33.75, -84.522)",2
"(33.75, -84.523)",4
"(33.75, -84.524)",5
"(33.75, -84.527)",2
"(33.75, -84.528)",7
"(33.75, -84.529)",2
"(33.751, -84.291)",4
"(33.751, -84.292)",9
"(33.751, -84.293)",3
"(33.751, -84.294)",7
"(33.751, -84.295)",1
"(33.751, -84.296)",8
"(33.751, -84.297)",1
"(33.751, -84.298)",5
"(33.751, -84.299)",12
"(33.751, -84.3)",5
"(33.751, -84.301)",2
"(33.751, -84.302)",2
"(33.751, -84.303)",8
"(33.751, -84.304)",7
"(33.751, -84.305)",3
"(33.751, -84.306)",2
"(33.751, -84.307)",7
"(33.751, -84.308)",8
"(33.751, -84.309)",10
"(33.751, -84.31)",3
"(33.751, -84.311)",9
"(33.751, -84.312)",9
"(33.751, -84.313)",1
"(33.751, -84.314)",7
"(33.751, -84.315)",4
"(33.751, -84.316)",5
"(33.751, -84.317)",7
"(33.751, -84.318)",7
"(33.751, -84.319)",18
"(33.751, -84.32)",7
"(33.751, -84.321)",33
"(33.751, -84.322)",17
"(33.751, -84.323)",22
"(33.751, -84.325)",3
"(33.751, -84.326)",10
"(33.751, -84.327)",6
"(33.751, -84.329)",13
"(33.751, -84.33)",14
"(33.751, -84.331)",6
"(33.751, -84.332)",10
"(33.751, -84.333)",13
"(33.751, -84.334)",9
"(33.751, -84.335)",4
"(33.751, -84.336)",1
"(33.751, -84.337)",1
"(33.751, -84.338)",13
"(33.751, -84.339)",7
"(33.751, -84.34)",8
"(33.751, -84.341)",13
"(33.751, -84.342)",24
"(33.751, -84.343)",16
"(33.751, -84.344)",13
"(33.751, -84.345)",10
"(33.751, -84.346)",7
"(33.751, -84.347)",14
"(33.751, -84.348)",9
"(33.751, -84.349)",11
"(33.751, -84.35)",10
"(33.751, -84.351)",7
"(33.751, -84.352)",9
"(33.751, -84.353)",9
"(33.751, -84.354)",6
"(33.751, -84.355)",9
"(33.751, -84.356)",8
"(33.751, -84.357)",2
"(33.751, -84.358)",11
"(33.751, -84.359)",16
"(33.751, -84.36)",10
"(33.751, -84.361)",13
"(33.751, -84.362)",15
"(33.751, -84.363)",6
"(33.751, -84.364)",9
"(33.751, -84.365)",8
"(33.751, -84.366)",8
"(33.751, -84.367)",29
"(33.751, -84.368)",23
"(33.751, -84.369)",2
"(33.751, -84.37)",7
"(33.751, -84.371)",5
"(33.751, -84.372)",38
"(33.751, -84.373)",1
"(33.751, -84.374)",29
"(33.751, -84.375)",51
"(33.751, -84.377)",45
"(33.751, -84.378)",11
"(33.751, -84.379)",21
"(33.751, -84.38)",12
"(33.751, -84.382)",1
"(33.751, -84.384)",3
"(33.751, -84.385)",15
"(33.751, -84.386)",2
"(33.751, -84.388)",3
"(33.751, -84.39)",258
"(33.751, -84.391)",83
"(33.751, -84.392)",9
"(33.751, -84.393)",71
"(33.751, -84.394)",36
"(33.751, -84.395)",112
"(33.751, -84.396)",85
"(33.751, -84.397)",45
"(33.751, -84.398)",39
"(33.751, -84.399)",45
"(33.751, -84.4)",39
"(33.751, -84.401)",34
"(33.751, -84.402)",4
"(33.751, -84.403)",10
"(33.751, -84.404)",7
"(33.751, -84.405)",4
"(33.751, -84.406)",13
"(33.751, -84.407)",32
"(33.751, -84.408)",13
"(33.751, -84.409)",10
"(33.751, -84.41)",9
"(33.751, -84.411)",14
"(33.751, -84.412)",8
"(33.751, -84.413)",16
"(33.751, -84.414)",43
"(33.751, -84.415)",36
"(33.751, -84.416)",82
"(33.751, -84.417)",81
"(33.751, -84.418)",43
"(33.751, -84.419)",34
"(33.751, -84.42)",42
"(33.751, -84.421)",42
"(33.751, -84.422)",33
"(33.751, -84.423)",53
"(33.751, -84.424)",21
"(33.751, -84.425)",10
"(33.751, -84.426)",8
"(33.751, -84.427)",4
"(33.751, -84.428)",9
"(33.751, -84.429)",5
"(33.751, -84.43)",12
"(33.751, -84.431)",5
"(33.751, -84.432)",7
"(33.751, -84.433)",27
"(33.751, -84.434)",9
"(33.751, -84.435)",20
"(33.751, -84.436)",19
"(33.751, -84.437)",17
"(33.751, -84.438)",23
"(33.751, -84.439)",6
"(33.751, -84.44)",22
"(33.751, -84.441)",14
"(33.751, -84.442)",16
"(33.751, -84.443)",85
"(33.751, -84.444)",64
"(33.751, -84.445)",26
"(33.751, -84.446)",6
"(33.751, -84.447)",9
"(33.751, -84.448)",67
"(33.751, -84.45)",47
"(33.751, -84.453)",4
"(33.751, -84.454)",2
"(33.751, -84.458)",28
"(33.751, -84.459)",31
"(33.751, -84.46)",9
"(33.751, -84.461)",11
"(33.751, -84.462)",3
"(33.751, -84.464)",13
"(33.751, -84.465)",110
"(33.751, -84.466)",6
"(33.751, -84.467)",25
"(33.751, -84.468)",8
"(33.751, -84.469)",22
"(33.751, -84.47)",3
"(33.751, -84.473)",2
"(33.751, -84.476)",18
"(33.751, -84.477)",17
"(33.751, -84.479)",9
"(33.751, -84.48)",3
"(33.751, -84.481)",6
"(33.751, -84.482)",2
"(33.751, -84.483)",6
"(33.751, -84.488)",48
"(33.751, -84.489)",67
"(33.751, -84.49)",4
"(33.751, -84.491)",3
"(33.751, -84.492)",1
"(33.751, -84.493)",5
"(33.751, -84.494)",15
"(33.751, -84.495)",5
"(33.751, -84.496)",2
"(33.751, -84.497)",1
"(33.751, -84.498)",1
"(33.751, -84.5)",5
"(33.751, -84.501)",3
"(33.751, -84.502)",3
"(33.751, -84.503)",8
"(33.751, -84.504)",11
"(33.751, -84.505)",8
"(33.751, -84.507)",6
"(33.751, -84.508)",5
"(33.751, -84.509)",8
"(33.751, -84.51)",1
"(33.751, -84.514)",1
"(33.751, -84.515)",5
"(33.751, -84.516)",7
"(33.751, -84.517)",7
"(33.751, -84.518)",9
"(33.751, -84.52)",6
"(33.751, -84.521)",5
"(33.751, -84.522)",1
"(33.751, -84.525)",1
"(33.751, -84.526)",1
"(33.751, -84.529)",5
"(33.751, -84.532)",3
"(33.751, -84.533)",1
"(33.751, -84.534)",1
"(33.751, -84.535)",3
"(33.751, -84.536)",1
"(33.752, -84.291)",1
"(33.752, -84.292)",4
"(33.752, -84.293)",4
"(33.752, -84.294)",4
"(33.752, -84.295)",3
"(33.752, -84.296)",3
"(33.752, -84.297)",6
"(33.752, -84.298)",4
"(33.752, -84.3)",5
"(33.752, -84.301)",7
"(33.752, -84.302)",4
"(33.752, -84.303)",4
"(33.752, -84.304)",2
"(33.752, -84.305)",5
"(33.752, -84.306)",5
"(33.752, -84.307)",2
"(33.752, -84.308)",3
"(33.752, -84.309)",3
"(33.752, -84.31)",2
"(33.752, -84.311)",5
"(33.752, -84.312)",3
"(33.752, -84.313)",7
"(33.752, -84.314)",9
"(33.752, -84.316)",9
"(33.752, -84.317)",4
"(33.752, -84.318)",5
"(33.752, -84.319)",7
"(33.752, -84.32)",3
"(33.752, -84.321)",16
"(33.752, -84.322)",16
"(33.752, -84.323)",19
"(33.752, -84.324)",23
"(33.752, -84.325)",15
"(33.752, -84.326)",13
"(33.752, -84.327)",12
"(33.752, -84.329)",7
"(33.752, -84.33)",9
"(33.752, -84.331)",14
"(33.752, -84.332)",19
"(33.752, -84.333)",7
"(33.752, -84.334)",9
"(33.752, -84.335)",6
"(33.752, -84.336)",25
"(33.752, -84.337)",34
"(33.752, -84.338)",5
"(33.752, -84.339)",3
"(33.752, -84.34)",9
"(33.752, -84.341)",8
"(33.752, -84.342)",21
"(33.752, -84.343)",16
"(33.752, -84.344)",5
"(33.752, -84.345)",3
"(33.752, -84.346)",4
"(33.752, -84.347)",12
"(33.752, -84.348)",12
"(33.752, -84.349)",19
"(33.752, -84.35)",16
"(33.752, -84.351)",10
"(33.752, -84.352)",25
"(33.752, -84.353)",11
"(33.752, -84.354)",12
"(33.752, -84.355)",25
"(33.752, -84.356)",5
"(33.752, -84.357)",11
"(33.752, -84.358)",19
"(33.752, -84.359)",19
"(33.752, -84.36)",5
"(33.752, -84.361)",17
"(33.752, -84.362)",25
"(33.752, -84.363)",53
"(33.752, -84.364)",43
"(33.752, -84.365)",13
"(33.752, -84.369)",5
"(33.752, -84.37)",12
"(33.752, -84.371)",15
"(33.752, -84.372)",24
"(33.752, -84.373)",42
"(33.752, -84.374)",32
"(33.752, -84.375)",4
"(33.752, -84.376)",3
"(33.752, -84.377)",17
"(33.752, -84.378)",11
"(33.752, -84.379)",6
"(33.752, -84.38)",1
"(33.752, -84.381)",16
"(33.752, -84.382)",466
"(33.752, -84.383)",9
"(33.752, -84.387)",1
"(33.752, -84.389)",13
"(33.752, -84.39)",624
"(33.752, -84.391)",298
"(33.752, -84.392)",164
"(33.752, -84.393)",191
"(33.752, -84.394)",48
"(33.752, -84.395)",47
"(33.752, -84.396)",23
"(33.752, -84.398)",45
"(33.752, -84.399)",164
"(33.752, -84.4)",68
"(33.752, -84.401)",2
"(33.752, -84.402)",85
"(33.752, -84.403)",4
"(33.752, -84.404)",41
"(33.752, -84.405)",69
"(33.752, -84.406)",34
"(33.752, -84.407)",12
"(33.752, -84.408)",4
"(33.752, -84.409)",11
"(33.752, -84.41)",7
"(33.752, -84.411)",7
"(33.752, -84.412)",10
"(33.752, -84.413)",1
"(33.752, -84.414)",20
"(33.752, -84.415)",21
"(33.752, -84.416)",57
"(33.752, -84.417)",40
"(33.752, -84.418)",43
"(33.752, -84.419)",54
"(33.752, -84.42)",22
"(33.752, -84.421)",17
"(33.752, -84.422)",17
"(33.752, -84.423)",34
"(33.752, -84.424)",21
"(33.752, -84.425)",5
"(33.752, -84.426)",3
"(33.752, -84.427)",18
"(33.752, -84.428)",15
"(33.752, -84.429)",7
"(33.752, -84.43)",10
"(33.752, -84.431)",19
"(33.752, -84.432)",17
"(33.752, -84.433)",4
"(33.752, -84.434)",5
"(33.752, -84.435)",6
"(33.752, -84.436)",3
"(33.752, -84.438)",11
"(33.752, -84.439)",13
"(33.752, -84.44)",16
"(33.752, -84.441)",10
"(33.752, -84.442)",13
"(33.752, -84.443)",13
"(33.752, -84.444)",12
"(33.752, -84.445)",5
"(33.752, -84.446)",9
"(33.752, -84.451)",2
"(33.752, -84.452)",7
"(33.752, -84.453)",11
"(33.752, -84.454)",8
"(33.752, -84.455)",3
"(33.752, -84.456)",3
"(33.752, -84.459)",1
"(33.752, -84.46)",5
"(33.752, -84.461)",15
"(33.752, -84.462)",24
"(33.752, -84.463)",5
"(33.752, -84.464)",15
"(33.752, -84.465)",5
"(33.752, -84.466)",459
"(33.752, -84.467)",264
"(33.752, -84.468)",174
"(33.752, -84.469)",54
"(33.752, -84.47)",31
"(33.752, -84.473)",11
"(33.752, -84.475)",12
"(33.752, -84.476)",6
"(33.752, -84.477)",13
"(33.752, -84.478)",5
"(33.752, -84.479)",2
"(33.752, -84.48)",7
"(33.752, -84.481)",1
"(33.752, -84.482)",5
"(33.752, -84.484)",4
"(33.752, -84.486)",362
"(33.752, -84.487)",76
"(33.752, -84.488)",16
"(33.752, -84.489)",1
"(33.752, -84.49)",32
"(33.752, -84.491)",28
"(33.752, -84.492)",70
"(33.752, -84.493)",10
"(33.752, -84.498)",2
"(33.752, -84.499)",1
"(33.752, -84.5)",5
"(33.752, -84.501)",5
"(33.752, -84.502)",8
"(33.752, -84.504)",10
"(33.752, -84.505)",11
"(33.752, -84.506)",2
"(33.752, -84.509)",4
"(33.752, -84.51)",7
"(33.752, -84.515)",1
"(33.752, -84.516)",12
"(33.752, -84.517)",8
"(33.752, -84.518)",19
"(33.752, -84.519)",8
"(33.752, -84.52)",11
"(33.752, -84.521)",6
"(33.752, -84.522)",3
"(33.752, -84.528)",2
"(33.752, -84.529)",1
"(33.752, -84.531)",2
"(33.752, -84.532)",3
"(33.752, -84.533)",4
"(33.752, -84.534)",3
"(33.752, -84.535)",1
"(33.753, -84.291)",1
"(33.753, -84.292)",7
"(33.753, -84.293)",5
"(33.753, -84.294)",4
"(33.753, -84.295)",4
"(33.753, -84.296)",10
"(33.753, -84.298)",7
"(33.753, -84.299)",4
"(33.753, -84.3)",4
"(33.753, -84.301)",2
"(33.753, -84.302)",4
"(33.753, -84.303)",9
"(33.753, -84.304)",5
"(33.753, -84.311)",2
"(33.753, -84.312)",8
"(33.753, -84.313)",16
"(33.753, -84.314)",6
"(33.753, -84.315)",2
"(33.753, -84.316)",13
"(33.753, -84.317)",5
"(33.753, -84.318)",9
"(33.753, -84.319)",7
"(33.753, -84.32)",5
"(33.753, -84.321)",9
"(33.753, -84.322)",4
"(33.753, -84.323)",10
"(33.753, -84.324)",38
"(33.753, -84.325)",7
"(33.753, -84.326)",15
"(33.753, -84.327)",7
"(33.753, -84.329)",11
"(33.753, -84.33)",5
"(33.753, -84.331)",13
"(33.753, -84.332)",2
